model,precision,recall,threshold
ProductionV2,0.4305750350631136,0.7524509803921569,0.17457269815223608
ProductionV2,0.4363376251788269,0.7475490196078431,0.17481093452920116
ProductionV2,0.4375896700143472,0.7475490196078431,0.1754851900845954
ProductionV2,0.4367816091954023,0.7450980392156863,0.17592248594400312
ProductionV2,0.437410071942446,0.7450980392156863,0.176096918073298
ProductionV2,0.44250363901018924,0.7450980392156863,0.17651007879328018
ProductionV2,0.44298245614035087,0.7426470588235294,0.1768264232895981
ProductionV2,0.44281524926686217,0.7401960784313726,0.17970532834718583
ProductionV2,0.4424778761061947,0.7352941176470589,0.1799887593193804
ProductionV2,0.4437869822485207,0.7352941176470589,0.1815779403595278
ProductionV2,0.443620178041543,0.7328431372549019,0.18253718174293135
ProductionV2,0.44494047619047616,0.7328431372549019,0.1838585689368207
ProductionV2,0.4462686567164179,0.7328431372549019,0.18488246487461474
ProductionV2,0.4476047904191617,0.7328431372549019,0.18499206401308513
ProductionV2,0.44894894894894893,0.7328431372549019,0.1861079866972888
ProductionV2,0.4494720965309201,0.7303921568627451,0.1881960041279912
ProductionV2,0.4535768645357686,0.7303921568627451,0.18847316943397885
ProductionV2,0.45426829268292684,0.7303921568627451,0.1906353898249263
ProductionV2,0.45245398773006135,0.7230392156862745,0.1926377288496244
ProductionV2,0.45161290322580644,0.7205882352941176,0.19440592525735878
